"Titre court";"Titre complet";"Numéro de l'amendement";"Partie de l'amendement";"Sort de l'amendement";"Désignation de l'article";"Délibération";"Auteur";"Cosignataire(s)";"Instance";"Etape du texte";"URL Dossier législatif";"URL Texte référence";"URL Amendement";"URL Amendement format XML"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 118 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF118";"";"Non soutenu";"Après l'article PREMIER";"Première délibération";"Di Filippo Fabien";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF118";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000118.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 231 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF231";"";"Rejeté";"Après l'article PREMIER";"Première délibération";"Tanguy Jean-Philippe";"  M. Allisio, M. Grenon, M. Lottiaux, M. Schreck, M. Sabatou, M. Mauvieux, M. Dessigny, M. Cabrolier, M. Bryan Masson et M. Salmon";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF231";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000231.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 8 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF8";"";"Non soutenu";"Après l'article PREMIER";"Première délibération";"Cinieri Dino";"  M. Kamardine, M. Brigand, Mme Anthoine, M. Fabrice Brun, Mme Corneloup, M. Cordier, M. Descoeur, M. Hetzel, Mme Alexandra Martin, M. Neuder, Mme Valentin, M. Jean-Pierre Vigier et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF8";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000008.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 12 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF12";"";"Non soutenu";"Après l'article PREMIER";"Première délibération";"Cinieri Dino";"  M. Kamardine, M. Brigand, Mme Anthoine, M. Fabrice Brun, Mme Corneloup, M. Cordier, M. Descoeur, M. Hetzel, Mme Alexandra Martin, M. Neuder, Mme Valentin, M. Jean-Pierre Vigier et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF12";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000012.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 4 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF4";"";"Non soutenu";"Après l'article PREMIER";"Première délibération";"Cinieri Dino";"  M. Kamardine, M. Brigand, Mme Anthoine, M. Fabrice Brun, Mme Corneloup, M. Cordier, M. Descoeur, M. Hetzel, Mme Alexandra Martin, M. Neuder, Mme Valentin, M. Jean-Pierre Vigier et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF4";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000004.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 52 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF52";"";"Non soutenu";"Après l'article PREMIER";"Première délibération";"Anthoine Emmanuelle";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF52";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000052.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 13 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF13";"";"Non soutenu";"Après l'article PREMIER";"Première délibération";"Cinieri Dino";"  M. Kamardine, M. Brigand, Mme Anthoine, M. Fabrice Brun, Mme Corneloup, M. Cordier, M. Descoeur, M. Hetzel, Mme Alexandra Martin, M. Neuder, Mme Valentin, M. Jean-Pierre Vigier et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF13";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000013.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 14 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF14";"";"Non soutenu";"Après l'article PREMIER";"Première délibération";"Cinieri Dino";"  M. Kamardine, M. Brigand, Mme Anthoine, M. Fabrice Brun, Mme Corneloup, M. Cordier, M. Descoeur, M. Hetzel, Mme Alexandra Martin, M. Neuder, Mme Valentin, M. Jean-Pierre Vigier et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF14";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000014.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 10 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF10";"";"Non soutenu";"Après l'article PREMIER";"Première délibération";"Cinieri Dino";"  M. Kamardine, M. Brigand, Mme Anthoine, M. Fabrice Brun, Mme Corneloup, M. Cordier, M. Descoeur, M. Hetzel, Mme Alexandra Martin, M. Neuder, Mme Valentin, M. Jean-Pierre Vigier et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF10";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000010.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 11 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF11";"";"Non soutenu";"Après l'article PREMIER";"Première délibération";"Cinieri Dino";"  M. Kamardine, M. Brigand, Mme Anthoine, M. Fabrice Brun, Mme Corneloup, M. Cordier, M. Descoeur, M. Hetzel, Mme Alexandra Martin, M. Neuder, Mme Valentin, M. Jean-Pierre Vigier et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF11";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000011.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 167 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF167";"";"Rejeté";"Après l'article PREMIER";"Première délibération";"Sala Michel";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF167";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000167.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 187 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF187";"";"Rejeté";"Après l'article PREMIER";"Première délibération";"Lebon Karine";"  M. Sansu et M. Tellier";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF187";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000187.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 239 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF239";"";"Rejeté";"Après l'article PREMIER";"Première délibération";"Pires Beaune Christine";"  M. Baptiste, M. Bouloux, M. Philippe Brun et les membres du groupe Socialistes et apparentés (membre de l&#8217;intergroupe Nupes)";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF239";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000239.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 249 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF249";"";"Rejeté";"Après l'article PREMIER";"Première délibération";"Pires Beaune Christine";"  M. Baptiste, M. Bouloux, M. Philippe Brun et les membres du groupe Socialistes et apparentés (membre de l&#8217;intergroupe Nupes)";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF249";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000249.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 152 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF152";"";"Rejeté";"Après l'article PREMIER";"Première délibération";"Maximi Marianne";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF152";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000152.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 25 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF25";"";"Rejeté";"Après l'article 3";"Première délibération";"Louwagie Véronique";"  M. Viry, M. Marleix, Mme Anthoine, M. Bazin, Mme Bazin-Malgras, Mme Blin, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, Mme Dalloz, M. Descoeur, M. Dive, M. Dubois, Mme Duby-Muller, M. Pierre-Henri Dumont, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, Mme Gruet, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques et M. Jean-Pierre Vigier";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_3";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF25";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000025.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 125 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF125";"";"Rejeté";"Après l'article 3";"Première délibération";"Di Filippo Fabien";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_3";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF125";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000125.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 36 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF36";"";"Rejeté";"Après l'article 3";"Première délibération";"Louwagie Véronique";"  M. Viry, M. Marleix, Mme Anthoine, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, Mme Dalloz, M. Descoeur, M. Di Filippo, M. Dive, M. Dubois, Mme Duby-Muller, M. Pierre-Henri Dumont, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, Mme Gruet, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques et M. Jean-Pierre Vigier";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_3";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF36";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000036.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 124 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF124";"";"Rejeté";"Après l'article 3";"Première délibération";"Di Filippo Fabien";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_3";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF124";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000124.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 245 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF245";"";"Rejeté";"Après l'article 3";"Première délibération";"Baptiste Christian";"  M. Califer, M. Hajjar, Mme Pires Beaune, M. Bouloux, M. Philippe Brun et les membres du groupe Socialistes et apparentés (membre de l&#8217;intergroupe Nupes)";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_3";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF245";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000245.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 78 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF78";"";"Adopté";"Après l'article 4";"Première délibération";"Pancher Bertrand";"  M. Castellani et M. Charles de Courson";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_4";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF78";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000078.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 136 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF136";"";"Rejeté";"Article 6";"Première délibération";"Maximi Marianne";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF136";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000136.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 163 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF163";"";"Rejeté";"Article 6";"Première délibération";"Le Gall Arnaud";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF163";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000163.xml"
